Időbélyeg;Pontszám;"1.	A végtelen ciklus (livelock)…";"2.	A modellező eszközök…";"3.	A futásidejű monitor… ";"4.	A tesztfedettség… ";"5.	A modellellenőrzés… ";"6.	A folyamatban egy elemi tevékenység vizitációs száma… ";"7.	A rendre XP és XQ átbocsátóképességű P és Q elemi tevékenységekből tetszőleges vezérlési elemekkel összeállított folyamat átbocsátóképessége… ";"8.	Hallgatók lábméretét, szemszínét és képzési fokát (BSc, MSc, PhD) vizsgáljuk.";"9.	Hallgatók lábméretét és a két Rendszermodellezés ZH-n elért összpontszámát vizsgáljuk.";"10.	A medián… "
5.17.2017 23:25:18;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:25:27;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;a) …az elvárt és tapasztalt kimenet egyezőségének mértéke, b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:28:44;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:31:30;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat.;;;;;;;;Opció: 4;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel.
5.17.2017 23:32:31;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., c) …helyettesíti a tesztelést, hiszen képes megakadályozni a hibás működést futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól., Opció: 4;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:32:31;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:32:49;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:36:21;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:37:20;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:47:53;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:52:47;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;a) …a tevékenység átbocsátása és átbocsátóképessége közti arány, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:53:10;0;;;;;;;;;;
5.17.2017 23:53:54;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:55:13;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;;b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:57:19;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 23:58:22;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.18.2017 0:00:28;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;;c) …helyettesíti a tesztelést, hiszen képes megakadályozni a hibás működést futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető, d) …ha eléri az 1 értéket, akkor garantáltan nincs hiba a modellben / kódban;c) …kisebb számításigényű, mint egy tesztkészlet futtatása, hiszen nem kell ténylegesen végrehajtani a modellt.;;;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.18.2017 0:00:40;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.18.2017 0:01:31;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;c) …új tesztesetek elkészítésével növelhető;d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;;b) … (XP + XQ), amennyiben szabad a döntés P és Q között, c) …mindig P és Q közül a szűk keresztmetszet átbocsátóképességével egyezik;b) A szemszín egy rendezett kategorikus változó., c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól., c) Ha a lábméretet és a ZH összpontszámot hisztogramon ábrázolva azt tapasztaljuk, hogy a két hisztogram pontosan ugyanúgy néz ki, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.18.2017 0:08:39;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető, d) …ha eléri az 1 értéket, akkor garantáltan nincs hiba a modellben / kódban;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;c) Ha a lábméretet és a ZH összpontszámot hisztogramon ábrázolva azt tapasztaljuk, hogy a két hisztogram pontosan ugyanúgy néz ki, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.18.2017 0:10:01;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.18.2017 0:10:18;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;c) …abban különböznek a kódgenerátoroktól, hogy a modellező eszközök nem dolgoznak konkrét szintaxissal, míg a kódgenerátorok grafikus konkrét szintaxissal dolgoznak., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;a) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.18.2017 0:17:58;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.18.2017 0:19:12;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;b) A szemszín egy rendezett kategorikus változó., c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel.
