Időbélyeg;Pontszám;"1.	A formális verifikáció egyik fajtája, a modellellenőrzés";"2.	A folyamatmodell";"3.	A tesztfedettség";"4.	A tesztkészlet ";"5.	Ha adott 101 adatpont, amelyből 100 egymáshoz közeli értékű és 1 nagymértékben kiugró (extreme outlier) adatpontunk van, akkor ";"6.	Ha a diagramon ábrázolt változókat tekintve több adatpont egybeesik, akkor az overplotting probléma";"7.	Ha ismert az egyensúlyi helyzetben lévő folyamat átlagos végrehajtási ideje és az egyszerre végrehajtás alatt álló folyamatpéldányok átlagos száma, akkor";"8.	A fájlszerver egyensúlyi helyzetében lévő teljesítménymodelljében";"9.	Egy teljesítménymodellben előfordulhat, hogy egy részfolyamat";"10.	A kódgenerátor"
5.18.2017 5:26:49;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 5:53:50;0;;;;;;;;;;
5.18.2017 6:20:38;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 6:34:00;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;"a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték, a) a boxploton a kiugró értéket le fogja fedni a ""doboz""";b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 6:36:15;0;d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 6:43:19;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;a) mindig egyetlen inputsorozatból áll.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;b) felső becslés adható a folyamat átbocsátóképességére;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 6:48:08;0;;;;;;;;;;
5.18.2017 7:11:45;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 7:14:07;0;a) alkalmazható viselkedésmodellek esetén;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 7:14:18;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;a) mindig egyetlen inputsorozatból áll., d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), d) például a hisztogram bin (intervallum) szélességének megfelelő megválasztásával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani., a) inputja mindig folyamatmodell.
5.18.2017 7:28:01;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;a) mindig egyetlen inputsorozatból áll., b) csak statikus elemzésnél használatos.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta, d) meghatározható a kihasználtság;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 7:30:53;0;a) alkalmazható viselkedésmodellek esetén, b) hátránya, hogy soha nem tud ellenpéldát adni;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), d) például a hisztogram bin (intervallum) szélességének megfelelő megválasztásával elkerülhető;b) felső becslés adható a folyamat átbocsátóképességére;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 7:39:19;0;a) alkalmazható viselkedésmodellek esetén, c) előnye, hogy a tesztelésnél általában kisebb számításigényű;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető, d) például a hisztogram bin (intervallum) szélességének megfelelő megválasztásával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani., a) inputja mindig folyamatmodell.
5.18.2017 7:46:59;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., b) az átbocsátási ráta és az átlagos végrehajtási idő szorzata mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 7:47:29;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;;;;;;
5.18.2017 7:51:07;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 7:51:13;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, b) felső becslés adható a folyamat átbocsátóképességére;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 7:51:38;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 7:53:12;0;;;;;;;;;;
5.18.2017 7:57:36;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 7:58:35;0;;;;;;;;;;
5.18.2017 7:58:39;0;;;;;;;;;;
5.18.2017 7:59:32;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;a) mindig egyetlen inputsorozatból áll.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;b) az átbocsátási ráta és az átlagos végrehajtási idő szorzata mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 8:01:41;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;a) mindig egyetlen inputsorozatból áll.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., b) az átbocsátási ráta és az átlagos végrehajtási idő szorzata mindig 1.;b) vizitációs száma 1-nél nagyobb.;a) célja, hogy a modell helyességét statikus elemzéssel vizsgálja.
5.18.2017 8:08:50;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;a) mindig egyetlen inputsorozatból áll., d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., c) az egyszerre végrehajtás alatt álló folyamatpéldányok száma átlagosan 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 8:09:37;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 8:12:32;0;;;;;;;;;;
5.18.2017 8:12:43;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., b) az átbocsátási ráta és az átlagos végrehajtási idő szorzata mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 8:13:52;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, b) felső becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., b) az átbocsátási ráta és az átlagos végrehajtási idő szorzata mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.18.2017 8:14:29;0;;;;;;;;;;
5.18.2017 8:14:48;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;b) az átbocsátási ráta és az átlagos végrehajtási idő szorzata mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
