Időbélyeg;Pontszám;A modell és a valóság között különbség, hogy;"1.	Ha M1 állapotmodell finomítja M2 állapotmodellt, akkor";"3.	Legyen S egy állapottér, és S' egy tetszőleges állapothalmaz. Ekkor…";"4.	Egy állapotgép biztosan nemdeterminisztikus, ha";"1.	Ha az egyik állapotrégió 5 állapotot és 10 átmenetet, a másik régió 6 állapotot és 16 átmenetet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Mi lehet a strukturális modellezés célja? ";"7.	A fa tulajdonságú gráf…";"8.	Mely állítások igazak az alábbiak közül?";"9.	Egy folyamat biztosan jólstrukturált, ha…"
5.17.2017 23:43:21;0;a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 23:45:11;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 23:47:43;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;;b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 23:53:55;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;c) egy állapotból nem minden lehetséges eseményre definiált az átmenet.;a) …mindenképpen determinisztikus lesz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 23:55:03;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 23:59:10;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 0:18:58;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;a) egy állapotból több eseményre ugyanabba az állapotba megy a gép.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 0:25:05;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 0:30:25;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 0:31:41;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet.;;a) A rendszer működésének időbeli vizsgálata., b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) … irányítatlan kört tartalmazhat, de irányított kört nem., …reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 0:45:12;0;;;;;;;;;
5.18.2017 0:57:22;0;a) a valóság egy egyszerűsített képe a modellnek., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;a) M2 több információt tartalmaz, mint M1., d) M2 absztrahálja M1 modellt.;;a) egy állapotból több eseményre ugyanabba az állapotba megy a gép., b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., a) Az objektum-orientált programozásban használt objektumoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 1:05:15;0;a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet.;a) …mindenképpen determinisztikus lesz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., a) Az objektum-orientált programozásban használt objektumoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 1:15:46;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 1:16:05;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;a) …mindenképpen determinisztikus lesz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 1:16:50;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 1:19:02;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a valóság egy egyszerűsített képe a modellnek., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;a) …mindenképpen determinisztikus lesz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 1:19:10;0;;;;;a) …mindenképpen determinisztikus lesz., b) … mindenképpen fog őrfeltételeket tartalmazni., c) … kevesebb, mint 100 átmenetet tartalmaz., d) … 8-cal osztható számú átmenetet tartalmaz.;;;;
5.18.2017 1:24:06;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;a) egy állapotból több eseményre ugyanabba az állapotba megy a gép.;b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 1:37:04;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan teljes, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 1:45:25;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 1:59:16;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., a) Az objektum-orientált programozásban használt objektumoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 2:31:44;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva.;a) …mindenképpen determinisztikus lesz., d) … 8-cal osztható számú átmenetet tartalmaz.;;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 2:51:28;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 3:18:48;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 3:26:56;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;a) egy állapotból több eseményre ugyanabba az állapotba megy a gép., b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;a) …mindenképpen determinisztikus lesz., b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 3:29:59;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;a) …mindenképpen determinisztikus lesz., d) … 8-cal osztható számú átmenetet tartalmaz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 4:33:41;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.18.2017 5:54:43;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;d) … 8-cal osztható számú átmenetet tartalmaz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
