Időbélyeg;Pontszám;"1.	Az informatikai rendszer infrastruktúra terhelésének időbeli változása";"2.	A fájlszerver egyensúlyi helyzetében lévő teljesítménymodelljében";"3.	Kizárólagos erőforrás esetén";"1.	A folyamatban egy adott tevékenység vizitációs száma";"5.	A modell statikus vizsgálata";"6.	A tesztelés célja";"7.	Egyetlen folytonos numerikus változó ábrázolására célszerűen alkalmazható";"8.	Egy numerikus változó 55 adatpontból számított középértékei közül";"9.	Egy változó 95 adatpontból számított középértékei közül";"1.	A kódgenerátor"
5.18.2017 2:03:07;0;a) a Zipf-törvénnyel modellezhető jól., b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1., d) az erőforrás kihasználtsága mindig 1.;a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;c) formális matematikai eszközökkel igazolni a megvalósítás helyességét, d) a fedettségi értékek kiszámítása;b) az oszlopdiagram, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 2:08:22;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;c) formális matematikai eszközökkel igazolni a megvalósítás helyességét, d) a fedettségi értékek kiszámítása;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 2:23:08;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;b) ellenőrizhet szintaktikai szabályokat;b) meggyőződni a tesztorákulum működésének helyességéről;a) a boxplot, c) a hisztogram, d) a scatterplot (pontfelhő / pont-pont diagram);a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 2:34:13;0;;b) a Little-törvény mindig teljesül., d) az összes fájlra azonos gyakorisággal érkezik kérés.;d) az erőforrás kihasználtsága mindig 1.;;b) ellenőrizhet szintaktikai szabályokat;a) szintaktikai szabályok ellenőrzése;a) a boxplot, b) az oszlopdiagram, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;a) inputja lehet szöveges szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 3:15:02;0;a) a Zipf-törvénnyel modellezhető jól.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;d) az erőforrás kihasználtsága mindig 1.;d) egyensúlyi helyzetben megegyezik az érkezési rátával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;b) meggyőződni a tesztorákulum működésének helyességéről, d) a fedettségi értékek kiszámítása;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 3:38:06;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára., d) befolyással lehet a rendszer átbocsátóképességére.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat;d) a fedettségi értékek kiszámítása;a) a boxplot, d) a scatterplot (pontfelhő / pont-pont diagram);a) az átlag lehet kisebb, mint a medián, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 3:42:26;0;a) a Zipf-törvénnyel modellezhető jól., b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával, c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;d) a fedettségi értékek kiszámítása;a) a boxplot;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 4:05:09;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára., d) befolyással lehet a rendszer átbocsátóképességére.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával, c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 4:16:33;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., d) az összes fájlra azonos gyakorisággal érkezik kérés.;;;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat;;a) a boxplot, b) az oszlopdiagram, c) a hisztogram, d) a scatterplot (pontfelhő / pont-pont diagram);a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 4:32:19;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül.;;a) a Zipf-törvény miatt mindig fordítottan arányos a tevékenység átbocsátóképességével, a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával, c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;a) szintaktikai szabályok ellenőrzése;a) a boxplot;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 4:49:10;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;c) formális matematikai eszközökkel igazolni a megvalósítás helyességét;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 4:51:39;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;b) meggyőződni a tesztorákulum működésének helyességéről;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 4:55:42;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;c) formális matematikai eszközökkel igazolni a megvalósítás helyességét;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján;b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 5:03:40;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;d) a fedettségi értékek kiszámítása;c) a hisztogram, d) a scatterplot (pontfelhő / pont-pont diagram);a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 5:23:15;0;a) a Zipf-törvénnyel modellezhető jól., b) befolyással lehet a rendszer kihasználtságára.;b) a Little-törvény mindig teljesül.;d) az erőforrás kihasználtsága mindig 1.;;b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben, d) tesztorákulumot igényel;c) formális matematikai eszközökkel igazolni a megvalósítás helyességét;a) a boxplot, b) az oszlopdiagram, d) a scatterplot (pontfelhő / pont-pont diagram);c) lehet egyszerre több módusz érték;;
5.18.2017 5:53:41;0;;;;;;;;;;
5.18.2017 6:14:22;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 6:27:07;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára., d) befolyással lehet a rendszer átbocsátóképességére.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 6:28:53;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára., d) befolyással lehet a rendszer átbocsátóképességére.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;;a) alkalmazható viselkedésmodellek esetén, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;a) inputja lehet szöveges szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 6:33:15;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával;b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;a) szintaktikai szabályok ellenőrzése, c) formális matematikai eszközökkel igazolni a megvalósítás helyességét, d) a fedettségi értékek kiszámítása;a) a boxplot, d) a scatterplot (pontfelhő / pont-pont diagram);a) az átlag lehet kisebb, mint a medián, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 6:43:26;0;a) a Zipf-törvénnyel modellezhető jól.;b) a Little-törvény mindig teljesül.;;;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat;b) meggyőződni a tesztorákulum működésének helyességéről, c) formális matematikai eszközökkel igazolni a megvalósítás helyességét, d) a fedettségi értékek kiszámítása;a) a boxplot;;;
5.18.2017 6:47:55;0;;;;;;;;;;
5.18.2017 6:53:29;0;a) a Zipf-törvénnyel modellezhető jól., b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;;b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;a) szintaktikai szabályok ellenőrzése;b) az oszlopdiagram, d) a scatterplot (pontfelhő / pont-pont diagram);a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:06:23;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;a) szintaktikai szabályok ellenőrzése;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, d) lehet egyszerre több medián érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:09:13;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával, c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat;b) meggyőződni a tesztorákulum működésének helyességéről, c) formális matematikai eszközökkel igazolni a megvalósítás helyességét;d) a scatterplot (pontfelhő / pont-pont diagram);a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:11:19;0;a) a Zipf-törvénnyel modellezhető jól., a) befolyással lehet a rendszer átbocsátási rátájára.;c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;d) egyensúlyi helyzetben megegyezik az érkezési rátával;b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;a) szintaktikai szabályok ellenőrzése, c) formális matematikai eszközökkel igazolni a megvalósítás helyességét;b) az oszlopdiagram, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:14:06;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával, c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, a) kereshet hibamintákat a modellben;a) szintaktikai szabályok ellenőrzése, c) formális matematikai eszközökkel igazolni a megvalósítás helyességét;b) az oszlopdiagram, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:18:01;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül.;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., a) az adott pillanatban az erőforrást használó folyamatpéldányok száma mindig pontosan 1.;;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;;a) a boxplot, c) a hisztogram, d) a scatterplot (pontfelhő / pont-pont diagram);a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról, c) diszkrét numerikus változó esetén az átlag mindig kiszámítható a hisztogram alapján, d) kategorikus változó esetén a módusz közvetlenül leolvasható az oszlopdiagramról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:20:13;0;;;;;;d) a fedettségi értékek kiszámítása;;;;
5.18.2017 7:24:45;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;b) az átbocsátási ráta és az átlagos erőforrás-használati idő szorzata mindig 1.;a) a Little-tövény értelmében arányos a tevékenység átbocsátási rátájának és az átlagos végrehajtási idejének szorzatával, c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat;a) szintaktikai szabályok ellenőrzése;c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;a) inputja lehet szöveges szintaxissal adott modell., b) inputja lehet grafikus szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
5.18.2017 7:25:59;0;b) befolyással lehet a rendszer kihasználtságára., a) befolyással lehet a rendszer átbocsátási rátájára.;b) a Little-törvény mindig teljesül., c) az átbocsátóképesség mindig nagyobb vagy egyenlő, mint az érkezési ráta.;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;c) egyensúlyi helyzetben megegyezik a tevékenység és az egész folyamat érkezési rátáinak hányadosával;a) alkalmazható viselkedésmodellek esetén, b) ellenőrizhet szintaktikai szabályokat, a) kereshet hibamintákat a modellben;a) szintaktikai szabályok ellenőrzése;a) a boxplot, c) a hisztogram;a) az átlag lehet kisebb, mint a medián, b) a medián lehet kisebb, mint a módusz, c) lehet egyszerre több módusz érték;a) folytonos numerikus változó esetén a medián közvetlenül leolvasható a boxplotról;a) inputja lehet szöveges szintaxissal adott modell., c) outputja lehet egy program forráskódja mint szövegfájl.
