Időbélyeg;Pontszám;"1.	A specifikáció és az implementáció… ";"2.	Finomítással …";"3.	A tesztesetek megadásához szükséges... ";"4.	A holtpont …";"5.	Egy erőforrás kihasználtsága…";"6.	Egy folyamat átbocsátási rátája…";"7.	Egyensúlyi helyzetben lévő teljesítménymodell esetén… ";"8.	A folyamatszimuláció és a teljesítménymodellezés esetén…";"9.	Egy folytonos változó jellemző értékeit doboz diagrammal (boxplottal) és hisztogrammal is ábrázoljuk."
5.18.2017 2:11:45;0;b) …közül a specifikációban van több információtartalom, az a konkrétabb., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …az érkezési ráta meghaladhatja az átbocsátóképességet, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 2:21:50;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát.;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 2:27:16;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 2:43:47;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum, d) …futásidejű monitor;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;d) …a Little-törvény mindenképpen fennáll;a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.18.2017 2:54:29;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., b) A boxplotról mindig könnyedén leolvasható a 40. percentilis
5.18.2017 3:38:37;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;
5.18.2017 3:47:36;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., b) …közül a specifikációban van több információtartalom, az a konkrétabb., d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 3:51:55;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép., d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát.;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., b) A boxplotról mindig könnyedén leolvasható a 40. percentilis
5.18.2017 4:34:28;0;;;;;;;;;
5.18.2017 4:40:25;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., b) A boxplotról mindig könnyedén leolvasható a 40. percentilis
5.18.2017 4:49:00;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;c) …kisebb vagy egyenlő az átbocsátóképességnél;c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik, d) …a Little-törvény mindenképpen fennáll;a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 4:56:23;0;b) …közül a specifikációban van több információtartalom, az a konkrétabb., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem., d) …determinisztikus folyamatban nem fordulhat elő.;a) …nemnegatív;a) …nemnegatív, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 5:52:49;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., b) …közül a specifikációban van több információtartalom, az a konkrétabb., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., c) A boxplotról mindig könnyedén leolvasható a módusz.
5.18.2017 5:53:14;0;;;;;;;;;
5.18.2017 6:13:53;0;b) …közül a specifikációban van több információtartalom, az a konkrétabb.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról.;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 6:14:00;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, b) …tesztfedettségi arány, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 6:26:43;0;b) …közül a specifikációban van több információtartalom, az a konkrétabb.;a) …részletezhetjük a modell működését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, b) …mindig nagyobb vagy egyenlő a vizitációs számnál;a) …nemnegatív, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.18.2017 6:45:21;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 6:47:14;0;;;;;;;;;
5.18.2017 6:50:28;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, a) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …mindig nagyobb vagy egyenlő a vizitációs számnál, c) …kisebb vagy egyenlő az átbocsátóképességnél;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., c) A boxplotról mindig könnyedén leolvasható a módusz.
5.18.2017 6:50:52;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.18.2017 7:02:34;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, b) …mindig nagyobb vagy egyenlő a vizitációs számnál, c) …kisebb vagy egyenlő az átbocsátóképességnél;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;;c) A boxplotról mindig könnyedén leolvasható a módusz.
5.18.2017 7:02:41;0;;;;;;;;;
5.18.2017 7:20:45;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, a) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;c) A boxplotról mindig könnyedén leolvasható a módusz.
5.18.2017 7:23:33;0;;;;;;;;;
