Időbélyeg;Pontszám;"1.	Állapot alapú modellezéskor…";"2.	Két állapot fennállhat egyszerre, ha...";"3.	Két komponens állapotgép aszinkron szorzata…";"4.	A modell…";"5.	Modellek dekompozíciója esetén… ";"6.	A példánygráf… ";"7.	A folyamatmodellben az elemi tevékenység…";"8.	Egy jólstrukturált folyamatmodell egy példányának lefutásakor…";"9.	Őrfeltétel…";"10.	Teljesítménymodellekben…"
5.18.2017 7:12:13;0;a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., b) …olyan állapotátmeneteket tartalmaz, amelyek során mindig mindkét komponens állapotgépben is végrehajtódik egy-egy átmenet., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert., d) …lehet pontosabb, részletesebb a valódi rendszernél.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi., d) …finomítás keretében helyettesíthető egy részfolyamattal, amely a tevékenység végrehajtásának részleteit taglalja.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál.
5.18.2017 7:24:42;0;a) …minden állapothalmaz egyben állapottér is., a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi., d) …finomítás keretében helyettesíthető egy részfolyamattal, amely a tevékenység végrehajtásának részleteit taglalja.;;;b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál., c) …ha egy erőforrás kizárólagos, az egyszerre csak egy tevékenységet hajthat végre.
5.18.2017 7:34:52;0;a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál., c) …ha egy erőforrás kizárólagos, az egyszerre csak egy tevékenységet hajthat végre., d) …ha több erőforráspéldány hajt végre egy tevékenységet, akkor egy erőforrás átlagos kihasználtsága fordítottan arányos az erőforrások számával, ha a többi paraméter változatlan.
5.18.2017 7:36:37;0;a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál., c) …ha egy erőforrás kizárólagos, az egyszerre csak egy tevékenységet hajthat végre., d) …ha több erőforráspéldány hajt végre egy tevékenységet, akkor egy erőforrás átlagos kihasználtsága fordítottan arányos az erőforrások számával, ha a többi paraméter változatlan.
5.18.2017 7:38:55;0;a) …az állapottér kizárólagossága azt jelenti, hogy mindig van fennálló érvényes állapot., a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció)., 4. opciód) …minden rendszerelemet több részre bontunk fel.;1. opcióa) …csomópontokból és élekből áll., d) …egy program vezérlési folyamát írja le.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi., d) …finomítás keretében helyettesíthető egy részfolyamattal, amely a tevékenység végrehajtásának részleteit taglalja.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál.
5.18.2017 7:40:42;0;a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., 4. opciód) …minden rendszerelemet több részre bontunk fel.;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi., d) …finomítás keretében helyettesíthető egy részfolyamattal, amely a tevékenység végrehajtásának részleteit taglalja.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál., c) …ha egy erőforrás kizárólagos, az egyszerre csak egy tevékenységet hajthat végre., d) …ha több erőforráspéldány hajt végre egy tevékenységet, akkor egy erőforrás átlagos kihasználtsága fordítottan arányos az erőforrások számával, ha a többi paraméter változatlan.
5.18.2017 7:51:15;0;a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi., d) …finomítás keretében helyettesíthető egy részfolyamattal, amely a tevékenység végrehajtásának részleteit taglalja.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál., c) …ha egy erőforrás kizárólagos, az egyszerre csak egy tevékenységet hajthat végre., d) …ha több erőforráspéldány hajt végre egy tevékenységet, akkor egy erőforrás átlagos kihasználtsága fordítottan arányos az erőforrások számával, ha a többi paraméter változatlan.
5.18.2017 7:53:15;0;a) …az állapottér kizárólagossága azt jelenti, hogy mindig van fennálló érvényes állapot., a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi., d) …finomítás keretében helyettesíthető egy részfolyamattal, amely a tevékenység végrehajtásának részleteit taglalja.;;;
5.18.2017 7:53:30;0;a) …az állapottér kizárólagossága azt jelenti, hogy mindig van fennálló érvényes állapot., a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;b) …más néven metamodell., d) …egy program vezérlési folyamát írja le.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál.
5.18.2017 7:54:27;0;a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál., c) …ha egy erőforrás kizárólagos, az egyszerre csak egy tevékenységet hajthat végre., d) …ha több erőforráspéldány hajt végre egy tevékenységet, akkor egy erőforrás átlagos kihasználtsága fordítottan arányos az erőforrások számával, ha a többi paraméter változatlan.
5.18.2017 7:58:31;0;a) …minden állapothalmaz egyben állapottér is., a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;b) …olyan állapotátmeneteket tartalmaz, amelyek során mindig mindkét komponens állapotgépben is végrehajtódik egy-egy átmenet., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi.;a) …két tevékenység végrehajtása átlapolódhat, ha azok egy elágazás (Decision-Merge) vezérlési szerkezet különböző ágán vannak., b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot., d) …ha egy elemi tevékenység végrehajtása befejeződik, mindig azonnal indul a szekvenciában következő tevékenység.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., c) …ha egy erőforrás kizárólagos, az egyszerre csak egy tevékenységet hajthat végre.
5.18.2017 8:01:53;0;;;;;;;;;;
5.18.2017 8:04:54;0;a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi., d) …finomítás keretében helyettesíthető egy részfolyamattal, amely a tevékenység végrehajtásának részleteit taglalja.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál., d) …ha több erőforráspéldány hajt végre egy tevékenységet, akkor egy erőforrás átlagos kihasználtsága fordítottan arányos az erőforrások számával, ha a többi paraméter változatlan.
5.18.2017 8:17:13;0;;;;;;;;;;
5.21.2017 19:45:40;0;a) …az állapottér kizárólagossága azt jelenti, hogy mindig van fennálló érvényes állapot.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak.;a) …maga is állapotgép.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció)., 4. opciód) …minden rendszerelemet több részre bontunk fel.;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre., c) …lehet olyan folyamat, mely lefutása során egy Merge (Egyesítés) vezérlési csomópontot hamarabb érint, mint a hozzá tartozó Decision (Döntés) csomópontot.;b) …szerepelhet egy állapotgép állapotátmeneti élein., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél.
5.21.2017 20:02:34;0;a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi., d) …finomítás keretében helyettesíthető egy részfolyamattal, amely a tevékenység végrehajtásának részleteit taglalja.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál., c) …ha egy erőforrás kizárólagos, az egyszerre csak egy tevékenységet hajthat végre., d) …ha több erőforráspéldány hajt végre egy tevékenységet, akkor egy erőforrás átlagos kihasználtsága fordítottan arányos az erőforrások számával, ha a többi paraméter változatlan.
5.22.2017 9:52:30;0;a) …az állapottér kizárólagossága azt jelenti, hogy mindig van fennálló érvényes állapot., a) … absztrakció után továbbra is fennáll a kölcsönös kizárólagosság.;a) ...nem ugyanazon állapottér részei., c) ...egy kiterjesztett (Harel) állapotgépben egy összetett állapot két külön állapotrégiójában vannak., d) ...a kiterjesztett (Harel) állapotgépben az egyik a másikat tartalmazó összetett állapot.;a) …maga is állapotgép., d) …absztrakcióval visszavetíthető az egyik komponens állapotgépre.;b) …nem mindig foglalkozik az egész modellezett rendszerrel, csak egy részével., c) …szerepe, hogy bizonyos megfontolásokban helyettesítse a rendszert.;a) …a része viszony jelentése lehet térbeli tartalmazás (fizikai dekompozíció)., b) …a része viszony jelentése lehet funkció szerinti szétbontás (logikai dekompozíció).;1. opcióa) …csomópontokból és élekből áll., c) …elemei a típusuk által megengedett módon kapcsolódhatnak.;b) …időbeli kiterjedéssel rendelkezhet, huzamosabb ideig végrehajtás alatt lehet., c) …belső működését, időbeli lefolyását a folyamatmodell nem részletezi., d) …finomítás keretében helyettesíthető egy részfolyamattal, amely a tevékenység végrehajtásának részleteit taglalja.;b) …egy párhuzamos blokk (Fork-Join) összes ága ugyanannyisszor hajtódik végre.;a) …szerepelhet a folyamat döntési (Decision) csomópontjáról kimenő ágakon., b) …szerepelhet egy állapotgép állapotátmeneti élein., c) …figyelembe vehet változókat, más állapotrégiót, külső információt., d) …sérülése esetén az adott viselkedés nem megengedett.;a) …a stabil működési tartományban az átbocsátás nem nagyobb az átbocsátóképességnél., b) …ha a rendszer vergődésbe jut, az egységnyi idő alatt kiszolgált kérések száma kisebb lehet az érkezési rátánál.
